ID,Created,Name,Description,Playlist URL
2541dcfffe8d45ec9065e13ec8522774,2025-03-15T15:32:16Z,Bring back the 90s,"Let’s start rather easy, give us one of your favorite songs that was released between Jan 1st 1990 and Dec 31st 1999. All genres welcome!",https://open.spotify.com/playlist/2H9fBVOfEf7sM3cNvctCIx
0abec333668b41a1bead42fa3aecf14e,2025-03-15T15:32:16Z,Lyrical geniuses please ,Rap or hip hop submissions only. Keeping it simple for the first few rounds let’s get into genres. Give us a good rap or hiphop song for this round.,https://open.spotify.com/playlist/35UH8NViXIZIBkSdWW4aeq
2da4c9b198f24b9aa4a57ee785923e32,2025-03-15T15:32:17Z,No originals here,"Any cover will count, as long as it’s not the original it will be allowed. Give us a good cover that you really enjoy!",https://open.spotify.com/playlist/6yQ6aJFk6mXGt2pq4fJCRp
feeebc9867a84d3dbe21e84a95548551,2025-03-15T15:32:18Z,Back to the 80s,Let’s jump back another decade to the 80s. Give us your best song released between Jan 1st 1980 and Dec 31st 1989. ,https://open.spotify.com/playlist/37mxoWknA17M6bNHXy9bjh
1e053f681cd541dfb52294f97577476e,2025-03-15T15:32:18Z,Give me something heavy!,"We’ll get a bit more creative with this one, anything heavy works for this round. Heavy metal? Heavy orchestral? Heavy emotions? Whatever fits your definition of heavy works!",https://open.spotify.com/playlist/1zLxJmQswdNAfBciIwCacv
57d05df388ae489fb47633000f5f5943,2025-03-15T15:32:18Z,How about love?,"Okay let’s calm down a bit and highlight one of our favorite emotions. Give us your best love song. As long as love is the theme, it fits the round!",https://open.spotify.com/playlist/37VDTrHUa9e3JUlGJA8owh
79b880b9dbf848fab989afe2f3017881,2025-03-15T15:32:18Z,Bring us to the present ,"Okay anything within the last decade for this round. If it was released after 2015, it works for this round! All genres welcome.",https://open.spotify.com/playlist/022knauRdVgfJcadeHfVoL
fef81d025f9344578120c4a0b215ac79,2025-03-15T15:32:19Z,What are they even saying?,"Non-English songs only! Any foreign language works, but give us your best song released without the English speaking world being targeted. Will accept songs that are MOSTLY not English, using a few English words is okay as long as it’s not the main language of the song.",https://open.spotify.com/playlist/4wbJDJ1scD1xIj4FZp4tZL
5ab1ce81bff444d3b1b77cfb9591afdc,2025-03-15T15:32:19Z,Time to head to the country,"Let’s explore more genres with a country round. Any artist, any decade, but keep it country people. Songs that make you wanna go muddling and shooting your shotgun",https://open.spotify.com/playlist/3RWOSQNrsU2TMaAw9XjhOt
9fbf60ea1ca44aa1a2c0cfe46937246a,2025-03-15T15:32:20Z,Driving to nowhere ,"Let’s go a bit abstract here, give us your favorite driving song. Could be themed around driving, or simply a song you enjoy throwing on for a long haul drive. Something I can blast while flying down the highway please.",https://open.spotify.com/playlist/1BCTg7Of3N9Pzst4GogPQa
24e58e0f82254d4b9ba7d9eab6a00292,2025-03-15T15:32:20Z,Instrumental time,"Instruments only! No vocals allowed. Covers are fine, but if I hear any lyrics your out for this round.",https://open.spotify.com/playlist/42njM2Kd3B8pK4DIzYcetu
46d1bc29cde742bfa3967ffcf7dc68f5,2025-03-15T15:32:20Z,Rock out,"Time for another genre round, let’s rock out like there’s no tomorrow. Alternate rock, heavy rock, classic rock, you name it, all are welcome this round.",https://open.spotify.com/playlist/3pjAY1ucKEVMZMvXQZQDyO
441a1940167642648723db751f1680b6,2025-03-15T15:32:21Z,I saw that song on the screen!,Any song that was featured in a TV show or a movie works here.,https://open.spotify.com/playlist/0aZ1LslVu5dklbRl2coR2h
a0d4302cf5c246b0a6c2c3ac5b59c8ae,2025-03-15T15:32:21Z,"Thanks, Mom and Dad",Songs that your parents listened to when you were a kid that you now love,https://open.spotify.com/playlist/4FCKcyxqRFXw0bGZq7n10y
999baed07a174a14a99a7aa79e0ced08,2025-03-15T15:32:21Z,One Hit Wonders,Well-known songs by bands or artists who never had another hit,https://open.spotify.com/playlist/4KQLMXAR7lQGnid2S96VP2
6f25c1bb6f2945738d14e242e3ce3fc3,2025-03-15T15:32:21Z,Secret finds,"Give us an artist none of us have heard of, the more niche the better! No pop artists here, special finds that haven’t blown up yet ideally ",https://open.spotify.com/playlist/68ZMfpzLWwkE7v5xHwuzbN
